Source;Length
Small site;0,825
Small site;4,957
Small site;2,527
Small site;2,344
Small site;1,937
Small site;1,953
Small site;1,897
Small site;2,046
Small site;2,35
Small site;0,435
Small site;0,681
Small site;1,191
Small site;1,763
Small site;2,649
Small site;2,27
Small site;2,89
Small site;1,681
Small site;2,909
Small site;3,011
Small site;1,753
Small site;1,833
Small site;3,34
Small site;2,05
Small site;2,262
Small site;2,631
Small site;2,179
Small site;2,252
Small site;2,297
Small site;2,323
Small site;2,39
Small site;2,431
Small site;2,635
Small site;2,516
Small site;2,683
Small site;3,195
Small site;0,162
Small site;0,264
Small site;0,249
Small site;3,358
Small site;2,259
Small site;1,274
Small site;1,069
Small site;1,925
Small site;2,491
Small site;2,233
Small site;0,241
Small site;1,142
Small site;2,131
Small site;2,281
Small site;2,366
Small site;2,228
Small site;2,48
Small site;1,904
Small site;2,071
Small site;1,83
Small site;1,681
Small site;1,379
Small site;1,608
Small site;1,54
Small site;1,362
Small site;1,015
Small site;1,385
Small site;1,535
Small site;1,774
Small site;1,174
Small site;2,095
Small site;3,438
Small site;0,925
Small site;0,799
Small site;1,34
Small site;1,441
Small site;1,452
Small site;1,395
Small site;2,452
Small site;1,478
Small site;2,791
Small site;1,71
Small site;1,793
Small site;2,628
Small site;1,995
Small site;2,449
Small site;2,153
Small site;2,035
Small site;2,923
Small site;3,254
Small site;3,263
Small site;2,731
Small site;3,106
Small site;3,322
Small site;3,721
Small site;3,214
Small site;3,669
Small site;4,263
Small site;2,511
Small site;2,082
Small site;1,996
Small site;1,936
Small site;2,022
Small site;1,877
Small site;1,768
Small site;1,511
Small site;1,343
Small site;1,928
Small site;1,636
Small site;2,68
Small site;3,505
Small site;3,366
Small site;1,981
Small site;1,936
Small site;3,185
Small site;3,491
Small site;3,546
Small site;3,627
Small site;2,454
Small site;1,861
Small site;1,875
Small site;1,816
Small site;1,964
Small site;2,291
Small site;0,354
Small site;0,622
Small site;1,116
Small site;2,58
Small site;2,195
Small site;2,82
Small site;1,617
Small site;2,838
Small site;2,94
Small site;1,681
Small site;1,759
Small site;3,27
Small site;1,97
Small site;2,181
Small site;2,552
Small site;2,106
Small site;2,189
Small site;2,233
Small site;2,245
Small site;2,318
Small site;2,365
Small site;2,578
Small site;2,445
Small site;2,622
Small site;3,14
Small site;0,233
Small site;3,29
Small site;2,177
Small site;0,989
Small site;1,851
Small site;2,43
Small site;2,175
Small site;0,37
Small site;1,061
Small site;2,069
Small site;2,227
Small site;2,312
Small site;2,15
Small site;2,425
Small site;1,839
Small site;4,66
Small site;4,2
Small site;4,052
Small site;3,679
Small site;3,585
Small site;3,535
Small site;3,349
Small site;3,326
Small site;2,466
Small site;3,167
Small site;3,193
Small site;3,155
Small site;3,275
Small site;2,978
Small site;2,264
Small site;2,445
Small site;3,241
Small site;2,405
Small site;3,638
Small site;5,009
Small site;3,397
Small site;4,399
Small site;3,919
Small site;4,605
Small site;4,609
Small site;4,706
Small site;2,523
Small site;2,614
Small site;3,068
Small site;3,557
Small site;4,097
Small site;4,326
Small site;2,806
Small site;2,538
Small site;2,603
Small site;3,203
Small site;2,938
Small site;2,761
Small site;2,611
Small site;3,026
Small site;2,774
Small site;3,178
Small site;2,977
Small site;4,76
Small site;2,408
Small site;2,298
Small site;2,252
Small site;4,838
Small site;3,499
Small site;2,688
Small site;3,068
Small site;2,635
Small site;2,351
Small site;4,567
Small site;2,816
Small site;3,179
Small site;2,716
Small site;3,265
Small site;2,419
Small site;2,258
Small site;2,341
Small site;3,098
Small site;2,443
Small site;2,767
Small site;2,374
Small site;4,058
Small site;3,89
Small site;3,785
Small site;2,683
Small site;2,509
Small site;2,082
Small site;2,078
Small site;2,074
Small site;1,979
Small site;2,088
Small site;2,185
Small site;0,796
Small site;0,903
Small site;0,459
Small site;0,749
Small site;0,575
Small site;0,558
Small site;1,083
Small site;3,362
Small site;1,488
Small site;1,896
Small site;2,829
Small site;2,416
Small site;3,062
Small site;1,545
Small site;3,077
Small site;3,178
Small site;1,667
Small site;1,753
Small site;3,514
Small site;2,031
Small site;2,314
Small site;2,733
Small site;2,087
Small site;2,107
Small site;2,157
Small site;2,285
Small site;2,292
Small site;2,3
Small site;2,462
Small site;2,417
Small site;2,526
Small site;3,013
Small site;1,149
Small site;1,051
Small site;0,835
Small site;0,168
Small site;4,202
Small site;4,126
Small site;4,032
Small site;3,923
Small site;3,857
Small site;3,587
Small site;3,543
Small site;2,297
Small site;1,356
Small site;1,077
Small site;1,847
Small site;2,335
Small site;2,063
Small site;1,311
Small site;0,136
Small site;4,086
Small site;1,151
Small site;1,981
Small site;2,095
Small site;2,184
Small site;2,185
Small site;2,3
Small site;1,771
Small site;4,857
Small site;4,509
Small site;4,044
Small site;3,896
Small site;3,524
Small site;3,43
Small site;3,38
Small site;3,195
Small site;2,926
Small site;3,176
Small site;2,355
Small site;3,044
Small site;3,064
Small site;3,024
Small site;3,139
Small site;2,844
Small site;2,135
Small site;2,313
Small site;3,103
Small site;2,262
Small site;4,934
Small site;2,068
Small site;3,173
Small site;3,483
Small site;2,79
Small site;2,396
Small site;4,854
Small site;2,835
Small site;2,109
Small site;3,241
Small site;1,97
Small site;4,243
Small site;3,763
Small site;4,449
Small site;2,078
Small site;4,454
Small site;4,551
Small site;2,382
Small site;2,473
Small site;4,9
Small site;2,924
Small site;3,407
Small site;3,945
Small site;4,173
Small site;2,673
Small site;2,418
Small site;2,483
Small site;3,064
Small site;2,81
Small site;2,642
Small site;2,511
Small site;2,901
Small site;2,669
Small site;3,06
Small site;2,897
Small site;4,614
Small site;2,744
Small site;2,454
Small site;2,289
Small site;2,18
Small site;2,126
Small site;1,366
Small site;1,301
Small site;1,17
Small site;1,118
Small site;4,953
Small site;4,687
Small site;3,35
Small site;2,645
Small site;2,258
Small site;2,548
Small site;2,954
Small site;1,63
Small site;2,525
Small site;2,237
Small site;1,574
Small site;1,922
Small site;4,428
Small site;2,689
Small site;3,047
Small site;2,588
Small site;3,131
Small site;2,315
Small site;2,297
Small site;2,15
Small site;2,236
Small site;2,959
Small site;2,341
Small site;2,634
Small site;2,242
Small site;4,589
Small site;4,442
Small site;4,349
Small site;3,107
Small site;2,952
Small site;2,566
Small site;2,492
Small site;2,454
Small site;2,296
Small site;2,324
Small site;1,943
Small site;2,248
Small site;2,203
Small site;1,358
Small site;1,498
Small site;2,222
Small site;0,518
Small site;1,372
Small site;1,108
Small site;2,52
Small site;1,837
Small site;3,892
Small site;1,892
Small site;2,303
Small site;3,293
Small site;2,829
Small site;3,506
Small site;3,514
Small site;3,612
Small site;1,664
Small site;1,758
Small site;3,959
Small site;2,147
Small site;2,558
Small site;3,057
Small site;3,274
Small site;2,038
Small site;1,924
Small site;1,983
Small site;2,346
Small site;2,218
Small site;2,141
Small site;2,184
Small site;2,331
Small site;2,29
Small site;2,547
Small site;2,693
Small site;1,579
Small site;1,485
Small site;1,376
Small site;0,523
Small site;0,404
Small site;0,339
Small site;0,18
Small site;4,769
Small site;4,696
Small site;4,666
Small site;4,569
Small site;4,471
Small site;4,417
Small site;4,146
Small site;4,051
Small site;4,006
Small site;3,73
Small site;2,516
Small site;1,714
Small site;1,847
Small site;2,11
Small site;1,903
Small site;2,209
Small site;2,281
Small site;4,648
Small site;1,792
Small site;2,24
Small site;2,01
Small site;0,24
Small site;1,643
Small site;4,705
Small site;4,559
Small site;4,467
Small site;3,215
Small site;3,061
Small site;2,68
Small site;2,599
Small site;2,559
Small site;2,395
Small site;2,081
Small site;2,413
Small site;1,954
Small site;2,352
Small site;2,308
Small site;2,386
Small site;1,453
Small site;1,6
Small site;2,334
Small site;0,532
Small site;1,484
Small site;4,925
Small site;4,098
Small site;1,226
Small site;0,527
Small site;2,636
Small site;0,838
Small site;1,949
Small site;1,562
Small site;4,008
Small site;2,001
Small site;1,34
Small site;2,411
Small site;1,252
Small site;3,405
Small site;2,936
Small site;3,616
Small site;1,475
Small site;3,623
Small site;3,721
Small site;1,724
Small site;1,818
Small site;4,068
Small site;2,221
Small site;2,646
Small site;3,154
Small site;3,374
Small site;2,086
Small site;1,948
Small site;2,009
Small site;2,41
Small site;2,26
Small site;2,168
Small site;2,185
Small site;2,371
Small site;2,3
Small site;2,579
Small site;2,681
Small site;1,622
Small site;1,666
Small site;1,568
Small site;1,468
Small site;0,619
Small site;0,509
Small site;0,35
Small site;0,408
Small site;0,278
Small site;0,569
Small site;0,167
Small site;0,786
Small site;0,947
Small site;1,244
Small site;4,886
Small site;4,813
Small site;4,784
Small site;4,686
Small site;4,587
Small site;4,535
Small site;4,264
Small site;4,169
Small site;4,117
Small site;3,848
Small site;2,602
Small site;1,819
Small site;1,445
Small site;1,905
Small site;1,058
Small site;2,123
Small site;1,826
Small site;1,049
Small site;1,553
Small site;2,002
Small site;2,316
Small site;2,389
Small site;0,923
Small site;4,765
Small site;1,508
Small site;1,816
Small site;1,799
Small site;1,892
Small site;2,303
Small site;2,01
Small site;0,349
Small site;1,681
Small site;0,955
Small site;0,699
Small site;0,499
Small site;1,367
Small site;0,898
Small site;4,934
Small site;4,098
Small site;4,583
Small site;4,054
Small site;4,926
Small site;4,775
Small site;4,076
Small site;0,768
Small site;0,699
Small site;0,599
Small site;4,953
Small site;0,776
Small site;0,464
Small site;0,548
Small site;2,114
Small site;1,937
Small site;1,523
Small site;1,462
Small site;1,619
Small site;2,118
Small site;0,435
Small site;0,354
Small site;0,575
Small site;2,068
Small site;1,108
Small site;1,226
Small site;0,534
Small site;0,864
Small site;1,024
Small site;2,255
Small site;1,85
Small site;2,488
Small site;1,425
Small site;2,504
Small site;2,605
Small site;1,429
Small site;1,498
Small site;2,94
Small site;1,656
Small site;1,833
Small site;2,198
Small site;1,85
Small site;1,99
Small site;2,027
Small site;1,941
Small site;2,063
Small site;2,147
Small site;2,41
Small site;2,191
Small site;2,431
Small site;2,978
Small site;0,575
Small site;0,42
Small site;0,684
Small site;0,667
Small site;0,801
Small site;1,377
Small site;1,014
Small site;1,23
Small site;2,153
Small site;2,449
Small site;2,968
Small site;1,833
Small site;0,841
Small site;0,679
Small site;1,587
Small site;2,241
Small site;2,01
Small site;0,6
Small site;0,564
Small site;2,091
Small site;0,747
Small site;1,88
Small site;2,086
Small site;2,164
Small site;1,851
Small site;2,27
Small site;0,893
Small site;1,634
Small site;2,419
Small site;1,801
Small site;1,664
Small site;1,758
Small site;2,189
Small site;2,652
Small site;3,183
Small site;3,411
Small site;1,997
Small site;1,815
Small site;1,878
Small site;2,353
Small site;2,158
Small site;2,039
Small site;2,016
Small site;2,262
Small site;2,143
Small site;2,493
Small site;2,599
Small site;1,84
Small site;1,972
Small site;1,674
Small site;1,386
Small site;1,685
Small site;1,631
Small site;1,724
Small site;2,247
Small site;1,84
Small site;1,578
Small site;4,935
Small site;4,153
Small site;3,591
Small site;3,452
Small site;3,104
Small site;2,981
Small site;2,92
Small site;2,72
Small site;2,514
Small site;2,683
Small site;1,87
Small site;2,879
Small site;2,835
Small site;2,913
Small site;1,974
Small site;2,126
Small site;2,859
Small site;0,95
Small site;2,009
Small site;0,527
Small site;4,583
Small site;0,53
Small site;3,084
Small site;0,355
Small site;2,368
Small site;4,452
Small site;2,395
Small site;1,627
Small site;2,794
Small site;1,473
Small site;3,806
Small site;3,309
Small site;4,001
Small site;1,568
Small site;4,002
Small site;4,097
Small site;1,873
Small site;1,964
Small site;4,448
Small site;2,418
Small site;2,913
Small site;3,461
Small site;3,694
Small site;2,164
Small site;1,92
Small site;1,985
Small site;2,554
Small site;2,304
Small site;2,145
Small site;2,047
Small site;2,398
Small site;2,196
Small site;2,564
Small site;2,473
Small site;4,309
Small site;2,015
Small site;2,175
Small site;2,074
Small site;1,984
Small site;1,442
Small site;0,76
Small site;0,738
Small site;0,49
Small site;0,454
Small site;0,341
Small site;4,999
Small site;4,644
Small site;4,51
Small site;4,329
Small site;2,853
Small site;2,196
Small site;1,8
Small site;2,038
Small site;1,12
Small site;2,042
Small site;1,749
Small site;1,065
Small site;1,438
Small site;2,526
Small site;2,843
Small site;2,917
Small site;0,395
Small site;1,852
Small site;1,797
Small site;1,675
Small site;1,764
Small site;2,449
Small site;1,874
Small site;1,733
